indore male 21-35 Caution AS NA
indore female 21_35 Precise OMS ST
bhopal male 21-35 Careless OS NA
indore female 21-35 Careless VAR ST
bokaro female 21_35 Logical OS NA
mumbai male 21_35 Precise OMP NA
indore female 21_35 Logical VAR DT
mumbai female 21-35 Caution OMS ST
indore male 21_35 Precise WS Ref
mumbai male 21-35 Precise WS NA
mumbai female 21-35 Logical OMS Ref
banglore male 50-60 Logical OMS ST
indore female 21_35 Logical VAR NA
indore male 21-35 Logical VAR NA
banglore female 50-60 Logical WS ST
bhopal female 21-35 Precise OMP ST
banglore male 21-35 Caution OMS SE
bokaro female 21_35 Careless OS ST
bokaro male 15-21 Organized OS NA
bokaro male 21_35 Organized OS ST
mumbai female 15-21 Logical AS NA
bokaro male 15-21 Caution VAR Ref
bokaro female 35-50 Precise AS ST
bokaro male 35-50 Logical OS ST
bhopal female 50-60 Logical OMP ST
indore male 15-21 Precise OMS Ref
bhopal male 21-35 Logical VAR NA
banglore male 35-50 Caution VAR DT
indore male 15-21 Organized WS SE
mumbai male 21_35 Logical VAR NA
indore male 50-60 Caution VAR ST
indore female 35-50 Careless AS DT
banglore male 21-35 Logical OMP NA
indore female 21-35 Logical OMS DT
bokaro male 35-50 Caution OMS NA
indore male 21-35 Precise AS ST
indore female 21_35 Logical OMP SE
bhopal male 15-21 Organized VAR NA
indore female 21_35 Logical WS Ref
indore female 21_35 Caution VAR NA
banglore male 21_35 Caution OMS NA
bokaro female 35-50 Precise VAR DT
indore female 35-50 Careless VAR NA
bokaro male 15-21 Precise WS NA
indore male 15-21 Logical OMS NA
indore male 21_35 Logical OMP ST
bokaro female 50-60 Logical OS DT
bokaro female 21_35 Precise VAR ST
bokaro male 50-60 Precise OMS SE
bhopal female 21-35 Logical AS ST
bhopal male 50-60 Logical OMP ST
indore female 21_35 Organized WS DT
bokaro male 21_35 Logical OMS DT
mumbai female 50-60 Logical VAR NA
banglore female 15-21 Caution OMS ST
indore male 21-35 Precise WS NA
indore male 21-35 Caution OS NA
banglore male 21-35 Logical VAR ST
banglore female 21_35 Precise OS NA
banglore male 21-35 Organized OMS ST
mumbai male 21_35 Caution VAR Ref
banglore female 21_35 Caution VAR ST
indore male 21_35 Logical WS NA
mumbai male 15-21 Caution VAR SE
indore male 15-21 Precise AS DT
bokaro female 15-21 Logical AS ST
indore female 50-60 Logical OMS DT
indore female 15-21 Precise OMS ST
indore male 15-21 Logical OMP ST
mumbai male 21_35 Careless VAR SE
bokaro male 21-35 Logical OMS ST
indore female 15-21 Caution VAR NA
bokaro female 50-60 Logical AS ST
banglore male 15-21 Logical WS SE
banglore female 15-21 Careless VAR ST
bhopal female 21_35 Caution OS DT
mumbai male 21-35 Logical OMP SE
banglore female 15-21 Precise VAR ST
bhopal female 21-35 Logical OMP DT
banglore female 35-50 Careless VAR ST
indore female 21_35 Logical VAR SE
banglore female 15-21 Logical OMS SE
banglore female 15-21 Organized VAR ST
indore male 35-50 Precise OMS Ref
indore male 15-21 Precise OMS ST
banglore male 15-21 Organized OMP NA
bhopal male 21-35 Logical VAR ST
bokaro female 21_35 Logical OS ST
banglore male 21_35 Caution VAR ST
indore male 21_35 Logical OMP ST
bokaro male 21-35 Careless OS NA
indore male 21_35 Logical WS ST
banglore female 15-21 Logical VAR ST
indore female 21_35 Logical VAR ST
banglore male 15-21 Precise WS NA
banglore female 21-35 Logical VAR NA
bokaro female 35-50 Organized VAR NA
bokaro male 21-35 Precise OMS DT
banglore male 50-60 Caution VAR Ref
banglore female 21_35 Caution OMS Ref
indore male 21_35 Caution VAR ST
bokaro female 21_35 Organized AS ST
bhopal female 21_35 Caution WS ST
indore female 21_35 Logical VAR ST
mumbai male 15-21 Caution VAR ST
bokaro female 15-21 Precise VAR SE
mumbai male 21_35 Caution VAR DT
bokaro male 21_35 Logical OMS SE
banglore male 15-21 Careless OMS NA
bokaro male 15-21 Careless VAR NA
bokaro male 21-35 Organized VAR NA
banglore male 21-35 Logical OMS NA
mumbai male 50-60 Organized WS ST
indore male 15-21 Logical WS NA
indore male 21_35 Precise VAR NA
indore male 21_35 Organized OS SE
mumbai female 35-50 Organized OMS NA
indore female 15-21 Precise VAR SE
banglore female 21_35 Precise VAR ST
banglore male 21_35 Precise VAR ST
banglore female 21_35 Caution OS NA
mumbai male 21-35 Logical AS ST
indore male 50-60 Organized OS NA
banglore male 15-21 Logical VAR DT
bokaro male 15-21 Precise AS ST
banglore male 15-21 Precise VAR NA
indore female 15-21 Logical AS ST
bokaro female 21_35 Logical OS SE
indore female 35-50 Logical VAR ST
indore female 15-21 Logical OMS ST
bhopal female 50-60 Logical OMS ST
indore male 21_35 Organized VAR SE
bhopal female 21_35 Precise VAR Ref
mumbai male 21_35 Logical OMP SE
bokaro male 15-21 Logical OMP NA
banglore female 15-21 Precise OMS Ref
mumbai female 15-21 Organized AS DT
mumbai male 15-21 Caution OMP NA
banglore female 21-35 Precise OS NA
indore male 15-21 Precise VAR NA
indore female 21_35 Precise OMP ST
mumbai male 15-21 Logical VAR ST
banglore male 35-50 Precise VAR NA
indore female 35-50 Logical VAR ST
bokaro female 35-50 Logical WS DT
bokaro female 35-50 Logical VAR ST
bokaro female 21-35 Careless AS SE
bokaro female 21-35 Logical WS ST
bokaro female 21_35 Organized OMS NA
bhopal female 21_35 Caution WS SE
bokaro male 15-21 Logical VAR SE
bokaro female 21-35 Logical OS NA
banglore female 21_35 Organized VAR DT
bokaro female 15-21 Logical OMP ST
bokaro male 21-35 Logical VAR ST
indore male 15-21 Precise VAR Ref
banglore male 15-21 Careless VAR DT
indore male 15-21 Logical WS NA
indore female 21_35 Logical VAR ST
indore male 50-60 Precise OMS ST
indore female 15-21 Organized OMP ST
indore male 15-21 Precise VAR ST
indore female 15-21 Careless OS ST
indore male 21_35 Careless VAR ST
indore male 15-21 Organized VAR ST
bhopal female 15-21 Logical VAR NA
mumbai female 35-50 Caution OMP DT
bokaro male 21_35 Caution VAR NA
banglore male 15-21 Precise VAR NA
indore male 21-35 Logical AS NA
indore male 21-35 Logical AS ST
indore male 15-21 Precise VAR NA
bokaro female 21_35 Careless OS NA
banglore male 21_35 Precise VAR ST
indore male 21-35 Logical WS NA
indore female 21-35 Precise WS SE
bokaro female 21-35 Logical OS DT
indore male 21_35 Logical AS ST
indore female 35-50 Caution VAR Ref
banglore female 35-50 Logical OMP Ref
indore male 21-35 Precise OS Ref
bokaro male 15-21 Precise VAR ST
bhopal male 21-35 Caution VAR SE
indore male 21_35 Caution VAR DT
indore male 35-50 Precise VAR DT
bhopal male 21-35 Caution VAR ST
mumbai male 35-50 Caution OS Ref
bhopal male 15-21 Logical VAR ST
banglore male 15-21 Caution VAR DT
indore male 21_35 Caution VAR Ref
indore female 50-60 Organized VAR SE
mumbai female 35-50 Precise OMS NA
banglore male 15-21 Precise VAR ST
indore male 21_35 Precise VAR SE
bokaro female 35-50 Caution OS SE
banglore male 15-21 Logical OMP ST
indore female 21-35 Caution WS NA
bokaro male 21_35 Logical VAR DT
bokaro male 50-60 Logical VAR ST
banglore male 15-21 Caution VAR Ref
bhopal male 21_35 Logical VAR NA
mumbai male 21_35 Caution OMS ST
bokaro female 21_35 Precise WS Ref
indore female 15-21 Caution VAR SE
indore female 50-60 Precise OMP SE
banglore male 35-50 Careless OMS ST
indore female 21_35 Logical VAR NA
bhopal female 15-21 Caution OMP DT
indore female 21_35 Logical VAR ST
mumbai male 21-35 Logical OMP DT
mumbai male 15-21 Logical AS ST
bokaro male 21_35 Logical OS ST
bokaro female 50-60 Precise OMS NA
banglore female 21-35 Precise OMS NA
bhopal male 21_35 Caution OS NA
bhopal female 21-35 Caution VAR ST
bokaro male 21_35 Careless WS NA
bokaro female 15-21 Logical OMS Ref
bhopal male 15-21 Logical VAR ST
bokaro female 15-21 Precise VAR DT
banglore male 15-21 Logical VAR NA
indore female 21-35 Precise OS ST
banglore female 21_35 Logical AS ST
bhopal female 21-35 Precise AS NA
bokaro male 21_35 Caution VAR ST
banglore male 21_35 Precise OS ST
bokaro female 35-50 Logical VAR ST
banglore male 21-35 Precise AS ST
indore male 21-35 Caution OMP NA
bokaro male 21-35 Logical OMS SE
bokaro female 21_35 Logical VAR ST
indore female 21-35 Logical OMS ST
banglore male 21_35 Precise VAR NA
bokaro male 35-50 Careless VAR ST
bokaro female 15-21 Logical OS NA
banglore male 15-21 Caution OMS DT
bokaro male 21-35 Logical AS NA
bokaro male 21-35 Caution VAR NA
bokaro female 21_35 Caution VAR ST
indore male 15-21 Precise OMS NA
bokaro male 21-35 Caution VAR NA
banglore female 21-35 Organized VAR DT
bhopal female 50-60 Logical OMS ST
bokaro female 15-21 Logical VAR ST
indore male 50-60 Logical OMP NA
bokaro male 21-35 Logical VAR NA
banglore female 35-50 Logical AS NA
bhopal male 50-60 Careless WS Ref
bokaro male 21-35 Logical OMS ST
indore female 15-21 Organized OS NA
indore female 35-50 Careless OMP ST
bhopal male 21-35 Precise VAR ST
banglore male 21-35 Careless WS SE
bokaro female 21_35 Caution WS DT
bokaro male 15-21 Caution VAR ST
mumbai female 21_35 Logical WS ST
indore female 35-50 Logical VAR NA
banglore female 21_35 Logical AS Ref
indore male 15-21 Logical VAR ST
indore female 15-21 Logical OMS NA
indore female 15-21 Logical VAR NA
mumbai male 21_35 Logical VAR NA
bhopal male 21-35 Precise VAR NA
bhopal male 21_35 Logical OMP ST
bokaro female 21_35 Organized VAR ST
banglore female 21_35 Logical OMS SE
indore female 21-35 Precise WS ST
indore male 15-21 Caution VAR ST
indore male 21_35 Logical VAR SE
bhopal male 21-35 Caution WS NA
indore male 21_35 Precise AS NA
indore female 21_35 Caution AS NA
bokaro female 50-60 Caution VAR Ref
indore female 15-21 Precise OMS NA
bokaro male 15-21 Precise WS ST
bhopal female 35-50 Logical WS NA
indore male 50-60 Logical VAR SE
banglore male 15-21 Precise VAR NA
banglore male 21-35 Logical VAR ST
banglore female 15-21 Caution VAR ST
banglore male 15-21 Organized VAR Ref
bhopal male 50-60 Precise AS SE
indore female 35-50 Logical VAR NA
indore male 15-21 Caution OMS NA
bhopal male 15-21 Logical VAR NA
bokaro male 15-21 Logical VAR ST
banglore male 15-21 Caution VAR NA
banglore female 15-21 Logical OS DT
indore female 21_35 Logical VAR NA
indore male 21_35 Logical AS DT
bokaro female 21_35 Careless AS NA
indore male 21-35 Caution OS ST
indore male 21_35 Caution OMS ST
banglore male 21-35 Caution AS ST
banglore male 15-21 Caution VAR ST
banglore male 21_35 Caution OMS DT
mumbai male 21_35 Organized VAR SE
mumbai female 50-60 Logical VAR Ref
indore female 21-35 Organized OMS NA
bokaro female 21-35 Organized WS ST
bhopal female 50-60 Caution VAR Ref
bokaro female 35-50 Logical OMP ST
bokaro male 21_35 Logical OMS NA
bokaro male 21-35 Precise VAR ST
bokaro female 21-35 Careless WS ST
indore male 35-50 Careless WS ST
banglore male 21_35 Precise VAR SE
bokaro male 35-50 Precise VAR NA
indore male 15-21 Caution WS DT
banglore female 15-21 Logical VAR NA
indore male 15-21 Organized VAR ST
indore male 21_35 Logical VAR NA
indore male 50-60 Caution VAR ST
bhopal male 21-35 Precise VAR DT
bokaro male 15-21 Careless OS NA
bokaro male 21_35 Logical VAR DT
banglore male 21-35 Logical OS Ref
indore male 21_35 Precise OMS NA
bokaro male 21-35 Caution WS SE
bokaro male 21-35 Logical OMP DT
indore male 21_35 Logical VAR NA
indore male 50-60 Careless AS SE
bokaro female 21_35 Precise WS NA
bhopal female 21-35 Logical VAR ST
bokaro female 21_35 Logical VAR NA
bokaro female 21_35 Careless VAR NA
indore female 21_35 Logical VAR NA
banglore female 21_35 Logical VAR DT
banglore female 21_35 Logical VAR NA
bhopal male 21-35 Careless OS NA
banglore male 15-21 Organized AS NA
mumbai male 21-35 Logical OMP SE
bokaro male 21_35 Logical OMS SE
banglore male 50-60 Precise VAR NA
mumbai female 35-50 Precise AS ST
banglore female 21_35 Precise OMS ST
banglore female 50-60 Caution VAR ST
indore male 35-50 Logical OMS DT
banglore female 21-35 Precise VAR NA
bokaro female 15-21 Precise OMS NA
banglore female 15-21 Logical WS ST
bhopal female 15-21 Precise VAR NA
bokaro female 21-35 Logical WS ST
indore male 15-21 Organized WS NA
bokaro male 15-21 Logical VAR ST
indore female 15-21 Careless OMS ST
banglore female 21-35 Logical OMS DT
bokaro male 50-60 Logical VAR NA
mumbai male 35-50 Logical AS NA
bokaro female 50-60 Caution VAR NA
indore male 21_35 Caution VAR Ref
indore male 15-21 Logical OMP ST
banglore female 15-21 Caution OMS NA
bokaro female 15-21 Caution VAR SE
mumbai female 15-21 Caution VAR SE
bokaro male 15-21 Precise OS Ref
banglore female 21-35 Logical VAR ST
bhopal male 21_35 Logical OMP NA
mumbai female 15-21 Careless OMS SE
banglore male 21_35 Careless VAR ST
bhopal female 21-35 Organized OMS NA
banglore female 35-50 Precise VAR NA
bokaro female 21_35 Organized VAR DT
indore male 21_35 Logical VAR SE
mumbai male 21_35 Organized OMP SE
indore female 15-21 Logical VAR ST
indore female 50-60 Logical OMS ST
indore male 21_35 Logical VAR ST
bokaro male 21-35 Caution VAR NA
bokaro male 15-21 Logical WS ST
bokaro male 50-60 Caution OMS SE
indore female 21-35 Logical VAR DT
banglore male 21_35 Logical OS ST
bokaro female 15-21 Organized AS NA
banglore male 21_35 Precise OMP ST
banglore female 21_35 Caution OMP SE
banglore male 50-60 Caution AS DT
bokaro female 50-60 Careless OMP NA
mumbai male 15-21 Logical VAR DT
indore male 21-35 Careless OMS NA
banglore female 15-21 Logical VAR DT
bokaro male 15-21 Logical VAR ST
indore male 21_35 Caution VAR SE
bokaro male 21_35 Careless OS NA
banglore female 21-35 Caution AS ST
indore male 15-21 Caution OMP ST
mumbai male 21_35 Organized VAR Ref
bhopal male 35-50 Logical VAR Ref
bokaro male 21_35 Precise WS NA
bhopal female 50-60 Precise AS NA
banglore male 21_35 Precise VAR NA
indore male 21_35 Logical VAR ST
indore male 21_35 Caution OS ST
bokaro male 21-35 Precise VAR NA
bokaro male 21-35 Logical VAR Ref
mumbai male 21_35 Caution VAR NA
mumbai male 21_35 Caution VAR DT
banglore female 21-35 Organized VAR ST
bhopal male 21-35 Caution OMS NA
mumbai male 15-21 Caution VAR Ref
indore male 15-21 Precise VAR SE
banglore male 15-21 Logical VAR ST
bokaro female 15-21 Precise OMP NA
indore female 15-21 Logical AS NA
mumbai male 21_35 Logical OMP DT
indore male 50-60 Careless VAR NA
indore female 15-21 Precise OMP NA
indore female 21-35 Caution VAR Ref
bokaro male 21-35 Caution VAR NA
indore male 21-35 Logical OMS ST
indore female 15-21 Caution OMP SE
bokaro male 35-50 Organized OMS Ref
bokaro female 21_35 Logical VAR NA
banglore male 35-50 Logical OMS ST
indore male 21-35 Logical AS DT
indore male 21_35 Caution WS SE
indore male 15-21 Caution VAR SE
bokaro male 21_35 Precise WS ST
bokaro male 50-60 Precise VAR NA
indore female 21-35 Logical OS NA
mumbai female 15-21 Logical OMP NA
mumbai male 21_35 Precise OS ST
bokaro female 21-35 Caution OS Ref
banglore male 15-21 Precise OS ST
bokaro female 35-50 Organized VAR DT
banglore male 21-35 Careless WS NA
indore female 15-21 Logical AS Ref
bokaro male 21-35 Logical WS DT
banglore female 21_35 Precise AS ST
banglore female 21_35 Caution OS NA
indore female 21_35 Organized OMS NA
bokaro female 15-21 Logical VAR ST
bokaro male 15-21 Logical WS NA
indore male 21_35 Logical WS ST
indore male 21_35 Precise OS ST
indore female 50-60 Careless AS NA
indore female 21_35 Logical WS SE
banglore female 35-50 Precise OMS ST
mumbai female 15-21 Caution WS NA
indore male 21_35 Precise OMP ST
indore female 21_35 Logical VAR Ref
bokaro female 15-21 Careless OMS SE
bokaro male 21_35 Caution OMP NA
mumbai female 15-21 Caution OMS SE
mumbai male 21_35 Precise VAR SE
bokaro male 50-60 Organized OMP ST
banglore female 21_35 Organized VAR ST
indore male 15-21 Caution VAR ST
banglore male 15-21 Precise OMS NA
indore female 21_35 Caution AS NA
bokaro female 21-35 Logical VAR ST
bhopal male 35-50 Logical VAR NA
indore male 50-60 Precise OMP SE
banglore female 15-21 Careless VAR NA
bokaro male 21_35 Logical VAR ST
bhopal male 35-50 Organized OMS NA
indore female 21_35 Precise AS NA
banglore male 21-35 Careless WS NA
banglore male 21-35 Careless OMP ST
bokaro male 35-50 Logical VAR Ref
banglore male 21_35 Precise WS SE
banglore male 21-35 Logical VAR DT
indore female 35-50 Logical VAR NA
bokaro male 21-35 Logical VAR ST
mumbai female 50-60 Precise OMS ST
bokaro male 21_35 Careless OMS NA
banglore female 21_35 Caution VAR ST
banglore female 21_35 Logical VAR NA
banglore male 15-21 Logical AS ST
bokaro female 21-35 Logical OMP ST
indore male 21_35 Logical OMP SE
indore male 50-60 Logical OS Ref
banglore female 21-35 Precise OMP ST
bokaro male 21_35 Logical WS NA
indore female 21_35 Logical OMP ST
bokaro female 21_35 Logical OMS NA
bokaro female 50-60 Precise VAR NA
banglore male 15-21 Precise VAR DT
bokaro male 21_35 Precise VAR NA
mumbai female 21-35 Logical WS NA
indore male 21_35 Logical VAR NA
bokaro male 35-50 Caution VAR ST
bokaro male 21-35 Precise VAR Ref
banglore female 21-35 Logical OMP NA
mumbai male 21-35 Caution AS ST
bokaro female 15-21 Logical AS ST
bhopal female 21_35 Logical OMS NA
banglore male 50-60 Precise OMP NA
indore female 15-21 Precise VAR ST
mumbai male 21_35 Caution VAR NA
bokaro male 15-21 Logical VAR NA
indore female 21_35 Logical VAR ST
bhopal female 21_35 Caution AS Ref
bokaro male 35-50 Logical AS NA
bhopal male 21_35 Caution OMS NA
banglore female 21-35 Precise WS ST
mumbai male 21_35 Logical OMP NA
indore male 35-50 Logical OMS DT
bokaro male 21_35 Logical VAR NA
indore male 50-60 Logical VAR SE
bhopal male 21_35 Careless VAR NA
bhopal male 15-21 Precise AS NA
banglore male 15-21 Logical VAR NA
mumbai male 15-21 Logical VAR NA
indore female 21_35 Precise OMS NA
indore male 21-35 Precise OS Ref
banglore female 21-35 Logical OMS Ref
bokaro female 21_35 Careless VAR DT
bhopal male 21_35 Precise OMS ST
banglore male 21_35 Precise VAR ST
bokaro female 21_35 Organized VAR ST
mumbai female 35-50 Logical AS SE
banglore male 15-21 Caution OS ST
indore female 21-35 Logical VAR NA
banglore male 15-21 Precise VAR ST
mumbai male 50-60 Caution VAR ST
mumbai female 21_35 Logical VAR ST
mumbai male 21-35 Precise WS DT
banglore female 21-35 Precise OMS ST
banglore male 21_35 Caution VAR ST
bhopal female 21-35 Caution OMS DT
banglore female 21_35 Precise OMS ST
indore female 21-35 Logical VAR ST
indore male 21-35 Caution OMP NA
mumbai female 15-21 Careless OS Ref
indore male 15-21 Logical OMP ST
indore male 21-35 Logical WS ST
banglore male 15-21 Organized VAR ST
bokaro male 21_35 Caution OMS ST
indore female 50-60 Careless AS ST
banglore female 21_35 Logical OMS ST
bokaro male 21-35 Logical AS NA
bokaro female 50-60 Caution AS ST
bokaro female 21-35 Precise VAR ST
indore female 15-21 Precise OMP NA
bokaro male 15-21 Caution VAR ST
bokaro male 21_35 Logical VAR DT
mumbai male 21_35 Logical VAR NA
bokaro male 21_35 Organized OMP ST
bokaro male 21_35 Careless WS ST
indore male 15-21 Careless WS ST
banglore female 15-21 Logical VAR ST
banglore male 21_35 Organized VAR NA
banglore male 21_35 Organized VAR NA
banglore female 21-35 Caution VAR DT
banglore male 35-50 Logical OMP ST
bokaro male 15-21 Logical OMS Ref
indore male 21-35 Precise VAR ST
bokaro male 15-21 Precise VAR Ref
banglore male 50-60 Logical OMP NA
indore male 15-21 Organized VAR NA
banglore female 21-35 Precise VAR DT
indore female 50-60 Precise VAR ST
bokaro female 50-60 Precise OMS DT
bokaro female 21-35 Caution VAR DT
mumbai female 35-50 Caution VAR ST
banglore male 21-35 Logical OMS DT
bhopal male 15-21 Logical VAR DT
bhopal female 21-35 Caution VAR NA
banglore male 15-21 Logical VAR NA
indore male 21-35 Logical VAR ST
indore male 21_35 Logical OMS ST
banglore female 15-21 Precise WS ST
bokaro female 35-50 Caution AS NA
bokaro male 21-35 Precise WS NA
bokaro female 21_35 Caution VAR NA
banglore female 21-35 Precise WS SE
bokaro male 15-21 Logical OMS NA
indore male 15-21 Logical AS SE
indore female 15-21 Logical VAR NA
banglore male 15-21 Logical AS ST
indore female 21-35 Caution OMP NA
indore female 15-21 Caution VAR ST
bokaro female 15-21 Logical OMS NA
bokaro female 21_35 Careless VAR NA
bokaro male 21_35 Logical OMS ST
bokaro male 21-35 Logical AS ST
mumbai female 21_35 Precise VAR ST
banglore male 21_35 Logical AS ST
banglore male 35-50 Logical AS NA
bokaro male 21-35 Careless OMS ST
bhopal male 21_35 Organized AS ST
bokaro female 15-21 Logical OMS ST
indore male 15-21 Logical OMS DT
banglore male 21_35 Logical OMS NA
banglore female 21_35 Precise VAR NA
indore female 21-35 Precise AS ST
banglore male 35-50 Caution OMS ST
indore male 35-50 Caution OMS Ref
